/* DATA DESCRIPTION:
Citation:	de Abreu, Lucia; Shackleton, Nicholas J; Schönfeld, Joachim; Hall, Michael A; Chapman, Mark R (2003): Planktic foraminifera counts of sediment core MD95-2040. PANGAEA, https://doi.org/10.1594/PANGAEA.66714, 
	In supplement to: de Abreu, L et al. (2003): Millenial-scale oceanic climate variability off the Western Iberian margin during the last two glacial periods. Marine Geology, 196(1-2), 1-20, https://doi.org/10.1016/S0025-3227(03)00046-X
Project(s):	International Marine Global Change Study (IMAGES)
Coverage:	LATITUDE: 40.581833 * LONGITUDE: -9.861167
	DATE/TIME START: 1995-07-07T00:00:00 * DATE/TIME END: 1995-07-07T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.020 m * MAXIMUM DEPTH, sediment/rock: 22.010 m
Event(s):	MD95-2040 (MD952040) * LATITUDE: 40.581833 * LONGITUDE: -9.861167 * DATE/TIME: 1995-07-07T00:00:00 * ELEVATION: -2465.0 m * Recovery: 35 m * LOCATION: Porto Seamount * CAMPAIGN: MD101 (IMAGES I) (URI: https://doi.org/10.17600/95200110) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO) * COMMENT: XXIV Sections, core bent; section IIb jamed in the bent part of the core, recuperated in 1/2 liner
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Orbulina universa [#] (O. universa) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides conglobatus [#] (G. conglobatus) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides ruber pink [#] (G. ruber p) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides ruber white [#] (G. ruber w) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides tenellus [#] (G. tenellus) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides trilobus trilobus [#] (G. trilobus tril) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina calida [#] (G. calida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina bulloides [#] (G. bulloides) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina falconensis [#] (G. falconensis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Beella digitata [#] (B. digitata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina rubescens [#] (G. rubescens) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita quinqueloba [#] (T. quinqueloba) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma sinistral [#] (N. pachyderma s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral [#] (N. pachyderma d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina dutertrei [#] (N. dutertrei) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Pulleniatina obliquiloculata [#] (P. obliquiloculata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia inflata [#] (G. inflata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides sinistral [#] (G. truncatulinoides s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides dextral [#] (G. truncatulinoides d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia crassaformis [#] (G. crassaformis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral and dutertrei integrade [#] (P/D int) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia hirsuta sinistral [#] (G. hirsuta s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia hirsuta dextral [#] (G. hirsuta d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia scitula [#] (G. scitula) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia menardii [#] (G. menardii) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia tumida [#] (G. tumida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita glutinata [#] (G. glutinata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita humilis [#] (T. humilis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Candeina nitida [#] (C. nitida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita uvula [#] (G. uvula) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita cristata [#] (T. cristata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita iota [#] (G. iota) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, benthic [#] (Foram benth) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	26351 data points
*/
Depth sed [m]	O. universa [#]	G. conglobatus [#]	G. ruber p [#]	G. ruber w [#]	G. tenellus [#]	G. trilobus tril [#]	G. sacculifer [#]	S. dehiscens [#]	G. aequilateralis [#]	G. calida [#]	G. bulloides [#]	G. falconensis [#]	B. digitata [#]	G. rubescens [#]	T. quinqueloba [#]	N. pachyderma s [#]	N. pachyderma d [#]	N. dutertrei [#]	P. obliquiloculata [#]	G. inflata [#]	G. truncatulinoides s [#]	G. truncatulinoides d [#]	G. crassaformis [#]	P/D int [#]	G. hirsuta s [#]	G. hirsuta d [#]	G. scitula [#]	G. menardii [#]	G. tumida [#]	G. glutinata [#]	T. humilis [#]	C. nitida [#]	G. uvula [#]	T. cristata [#]	G. iota [#]	Foram benth [#]
11.240	1	0	0	4	0	0	0	0	3	0	126	3	2	0	136	52	99	0	0	55	0	0	0	9	0	0	14	0	0	28	0	0	0	0	0	36
11.270	1	0	0	9	0	0	0	0	3	0	83	13	2	0	60	30	86	0	0	37	0	0	0	5	0	0	13	0	0	16	0	0	0	0	0	49
11.300	4	0	0	3	0	0	0	0	1	0	101	17	0	0	88	151	118	0	0	21	0	0	0	9	0	0	8	0	0	38	0	0	0	0	0	50
11.330	6	0	0	15	1	0	0	0	3	0	83	18	0	0	129	163	72	0	0	40	0	1	0	18	0	0	16	0	0	28	0	0	0	0	0	36
11.360	0	0	0	0	0	0	0	0	2	0	105	12	0	0	93	395	75	0	0	13	0	0	0	8	0	0	5	0	0	25	0	0	0	0	0	65
11.390	0	0	0	0	0	0	0	0	0	0	76	2	0	0	99	245	36	0	0	2	0	0	0	6	0	0	8	0	0	26	0	0	0	0	0	68
11.420	0	0	0	0	0	0	0	0	0	0	24	6	1	0	42	452	10	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	56
11.450	0	0	0	1	0	0	0	0	0	0	64	4	0	0	56	582	33	0	0	11	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	55
11.480	0	0	0	1	0	0	0	0	0	0	67	1	1	0	53	412	43	0	0	1	0	0	0	2	0	0	1	0	0	7	0	0	0	0	0	58
11.510	0	0	0	3	0	0	0	0	0	0	18	4	0	0	31	196	20	0	0	0	0	0	0	3	0	0	1	0	0	4	0	0	0	0	0	58
11.540	1	0	0	2	0	0	0	0	0	0	16	9	0	0	40	467	19	0	0	1	0	0	0	3	0	0	2	0	0	8	0	0	0	0	0	64
11.570	0	0	0	0	0	0	0	0	0	0	61	10	0	0	51	432	26	0	0	1	0	0	0	2	0	0	4	0	0	12	0	0	0	0	0	61
11.600	2	0	0	0	0	0	0	0	0	0	42	11	0	0	69	453	28	0	0	15	0	2	0	2	0	0	2	0	0	6	0	0	0	0	0	68
11.630	1	0	0	4	0	0	0	0	2	0	34	7	0	0	77	579	17	0	0	5	1	1	0	3	0	0	5	0	0	5	0	0	0	0	0	58
11.660	0	0	0	0	0	0	0	0	0	0	41	10	1	0	44	520	38	0	0	5	0	0	0	2	0	0	6	0	0	11	0	0	0	0	0	68
11.690	0	0	0	2	0	0	0	0	0	0	48	15	0	0	66	538	14	0	0	2	0	1	0	2	0	0	5	0	0	22	0	0	0	0	0	53
11.720	3	0	0	0	0	0	0	0	0	0	51	25	0	0	30	655	18	0	0	2	0	1	0	7	0	0	5	0	0	12	0	0	0	0	0	52
11.750	0	0	0	1	0	0	0	0	1	0	68	27	2	0	21	302	33	0	0	4	0	0	0	8	0	0	1	0	0	10	0	0	0	0	0	59
11.780	8	0	0	2	0	1	0	0	1	0	66	46	0	0	26	181	67	0	0	15	2	1	0	2	0	0	3	0	0	10	0	0	0	0	0	98
11.810	2	0	0	1	0	0	0	0	2	0	108	35	0	0	61	172	85	0	0	9	2	2	0	7	0	0	7	0	0	52	0	0	0	0	0	66
11.840	2	0	0	0	0	0	0	0	0	0	172	43	0	0	103	47	95	0	0	45	3	3	0	17	0	0	24	0	0	127	0	0	0	0	0	84
11.870	2	0	0	0	0	0	0	0	1	0	135	54	0	0	123	68	106	0	0	17	0	0	0	5	0	0	21	0	0	86	0	0	0	0	0	47
11.900	3	0	0	1	1	0	0	0	2	0	208	34	0	0	234	74	135	0	0	0	3	1	0	12	0	0	38	0	0	117	0	0	1	0	0	70
11.930	7	0	0	2	0	0	0	0	0	0	182	58	0	0	157	45	104	0	0	3	0	0	0	6	0	1	16	0	0	98	0	0	0	0	0	55
11.960	2	0	0	1	0	0	0	0	0	0	116	54	0	0	88	116	55	0	0	3	1	0	0	2	3	4	6	0	0	33	0	0	0	0	0	36
11.980	12	0	0	1	0	0	0	0	0	0	187	95	2	0	110	248	131	0	0	8	3	1	0	5	0	11	10	0	0	56	0	0	0	0	0	77
12.020	3	0	0	0	0	0	0	0	0	0	138	95	0	0	144	63	75	0	0	11	0	0	0	13	1	4	38	0	0	58	0	0	0	0	0	25
12.050	1	0	0	0	0	0	0	0	0	0	79	34	0	0	72	255	68	0	0	7	0	0	0	3	0	3	6	0	0	21	0	0	0	0	0	70
12.080	0	0	0	0	0	0	0	0	0	0	93	56	0	0	108	62	51	0	0	3	0	0	0	4	0	1	15	0	0	44	0	0	0	0	0	34
12.110	4	0	0	5	0	0	0	0	0	0	130	81	0	0	66	65	158	0	0	24	6	3	0	10	4	8	10	0	0	49	0	0	0	0	0	87
12.140	7	0	0	1	0	0	0	0	1	0	151	70	0	0	71	39	89	0	0	25	1	2	0	4	2	5	32	0	0	41	0	0	0	0	0	54
12.170	2	0	0	0	0	0	0	0	0	0	122	71	0	0	115	27	160	0	0	25	0	0	0	3	1	3	66	0	0	120	0	0	0	0	0	76
12.200	6	0	0	3	0	0	0	0	0	0	128	76	0	0	81	23	116	0	0	33	0	0	0	4	0	5	33	0	0	65	0	0	0	0	0	41
12.230	8	0	0	3	0	0	0	0	0	0	108	52	0	0	88	12	137	0	0	20	1	0	0	3	0	3	22	0	0	53	0	0	0	0	0	45
12.260	4	0	0	7	0	0	0	0	0	0	155	130	0	0	263	24	270	0	0	79	0	0	0	15	1	5	69	0	0	130	0	0	0	0	0	107
12.290	8	0	0	9	0	0	0	0	1	0	104	65	0	0	200	8	249	0	0	49	0	0	0	10	1	10	37	0	0	85	0	0	0	0	0	96
12.320	12	0	0	11	1	0	0	0	0	0	182	60	0	0	175	10	294	0	0	76	0	0	0	22	3	21	42	0	0	117	0	0	0	0	0	74
12.350	1	0	0	2	0	0	0	0	0	0	45	22	0	0	48	11	81	0	0	24	1	0	0	4	1	1	6	0	0	15	0	0	0	0	0	20
12.380	10	0	0	2	0	0	0	0	0	0	123	70	0	0	113	12	250	0	0	60	2	1	0	4	2	8	62	0	0	72	0	0	0	0	0	69
12.410	17	0	0	8	0	0	0	0	0	0	168	79	0	0	57	16	359	0	0	117	6	1	0	13	0	3	33	0	0	71	0	0	0	0	0	74
12.440	11	0	0	5	0	0	0	0	0	0	103	40	0	0	81	7	152	0	0	52	3	0	0	11	1	8	30	0	0	66	0	0	0	0	0	28
12.470	7	0	0	5	0	0	0	0	0	0	138	86	1	0	103	27	287	0	0	127	0	0	0	15	0	0	86	0	0	86	0	0	0	0	0	52
12.500	17	0	0	9	0	0	0	0	0	0	157	60	1	0	69	19	290	0	0	130	1	1	0	11	0	1	32	0	0	67	0	0	0	0	0	47
12.530	19	0	0	0	0	0	0	0	0	0	209	52	0	0	95	18	238	0	0	90	2	0	0	12	0	0	41	0	0	52	0	0	0	0	0	40
12.560	16	0	0	3	0	0	0	0	1	0	175	66	2	0	69	69	184	0	0	58	0	0	0	11	0	0	21	0	0	58	0	0	0	0	0	33
12.590	2	0	0	4	0	0	0	0	0	0	82	18	0	0	66	38	118	0	0	22	0	0	0	1	0	0	18	0	0	24	1	0	0	0	0	39
12.620	11	0	0	6	0	0	0	0	1	0	146	84	1	0	73	33	195	0	0	73	2	1	0	13	0	4	14	0	0	56	0	0	0	0	0	43
12.650	3	0	0	11	0	0	0	0	5	0	164	86	0	0	92	22	162	0	0	78	0	1	0	12	0	1	14	0	0	59	1	0	0	0	0	42
12.680	6	0	0	8	1	0	0	0	3	0	139	54	1	0	117	16	155	0	0	66	1	0	0	5	1	2	10	0	0	37	0	0	0	0	0	26
12.710	16	0	0	18	0	0	0	0	4	0	181	94	2	0	114	25	167	0	0	93	1	0	0	9	0	2	10	0	0	78	1	0	0	0	0	35
12.740	13	0	0	14	0	0	0	0	0	0	171	117	0	0	153	23	234	0	0	115	2	0	0	7	1	5	17	0	0	103	0	0	0	0	0	37
12.770	5	0	0	2	0	0	0	0	4	0	261	92	3	0	121	57	197	0	0	88	1	1	0	7	0	4	13	0	0	94	1	0	0	0	0	37
12.800	1	0	0	15	0	0	0	0	5	0	217	97	2	0	175	104	244	0	0	85	1	1	0	9	0	2	43	0	0	111	0	0	0	0	0	50
12.830	0	0	0	13	1	0	0	0	1	0	113	60	1	0	67	26	129	0	0	29	0	0	0	7	0	1	9	0	0	87	0	0	0	0	0	26
12.860	5	0	0	29	0	0	0	0	0	0	153	75	0	0	109	14	243	0	0	70	1	3	0	5	1	4	21	0	0	130	0	0	0	0	0	53
12.890	1	0	0	16	1	0	0	0	2	0	168	80	2	0	169	16	243	0	0	93	1	8	0	8	0	2	37	0	0	193	1	0	0	0	0	35
12.920	1	0	0	15	0	0	0	0	2	0	161	104	0	0	119	13	307	0	0	111	2	17	0	9	0	8	49	0	0	131	0	0	1	0	0	57
12.950	3	0	0	18	0	0	0	0	1	0	120	64	0	0	93	4	165	0	0	78	0	7	0	18	0	1	35	0	0	120	0	0	0	0	0	29
12.980	2	0	0	25	0	0	0	0	2	0	283	79	1	0	160	14	335	0	0	103	5	54	0	23	2	8	60	0	0	170	0	0	0	0	0	47
13.010	4	0	0	36	0	0	0	0	1	0	299	88	3	0	134	9	267	0	0	158	0	37	0	17	1	9	48	0	0	156	0	0	0	0	0	35
13.040	1	0	0	41	1	0	0	0	1	0	248	100	0	0	147	5	289	0	0	97	0	52	0	17	1	9	50	0	0	167	0	0	0	0	0	32
13.070	1	0	0	33	0	0	0	0	2	0	220	78	1	0	103	5	204	0	0	50	2	36	0	21	1	12	33	0	0	109	0	0	0	0	0	34
13.100	2	0	0	34	0	0	0	0	3	0	142	85	1	0	102	4	157	0	0	54	0	46	0	14	0	11	32	0	0	119	0	0	0	0	0	27
13.130	4	0	0	35	1	0	0	0	3	0	283	80	5	1	124	3	218	0	0	89	5	48	0	11	0	12	33	0	0	170	1	0	0	0	0	18
13.160	1	0	0	26	5	0	0	0	4	0	283	120	4	0	179	4	203	0	0	77	6	0	0	9	41	9	39	0	0	194	0	0	0	0	0	23
13.190	4	0	0	14	3	0	0	0	5	0	152	62	1	0	97	6	157	0	0	40	7	14	0	5	0	3	21	0	0	149	0	0	0	0	0	20
13.220	3	0	0	6	5	0	0	0	1	0	187	67	2	0	80	7	123	0	0	58	16	14	0	13	1	5	40	0	0	89	0	0	0	0	0	20
13.250	7	0	0	8	2	0	0	0	2	0	146	54	2	0	108	4	113	0	0	19	1	4	0	11	2	3	29	0	0	80	0	0	0	0	0	7
13.280	4	0	0	16	11	0	0	0	4	0	184	94	2	0	164	23	143	0	0	34	1	2	0	18	1	2	16	0	0	131	0	0	0	0	0	20
13.310	13	0	0	5	2	0	0	0	3	0	218	74	0	0	181	31	75	0	0	41	9	2	0	3	0	0	24	0	0	129	0	0	0	0	0	3
13.340	5	0	0	4	0	0	0	0	1	0	282	97	8	0	242	54	64	0	0	3	4	2	0	7	0	0	11	0	0	87	0	0	0	0	0	6
13.370	1	0	0	5	0	0	0	0	0	0	251	63	3	0	133	267	48	0	0	3	0	1	0	4	1	0	8	0	0	67	0	0	0	0	0	9
13.400	2	0	0	4	0	0	0	0	1	0	137	39	2	0	73	429	28	0	0	2	6	3	0	1	0	0	5	0	0	52	0	0	0	0	0	15
13.430	1	0	0	0	0	0	0	0	0	0	37	7	1	0	43	331	11	0	0	2	0	0	0	1	0	1	0	0	0	15	0	0	0	0	0	10
13.460	3	0	0	3	0	0	0	0	0	0	152	21	0	0	149	357	52	0	0	5	0	3	0	5	0	0	12	0	0	62	0	0	0	0	0	18
13.490	2	0	0	5	0	0	0	0	0	0	101	21	0	0	121	324	54	0	0	4	0	2	0	3	0	0	9	0	0	35	0	0	0	0	0	27
13.520	4	0	0	28	0	0	0	0	1	0	98	32	1	0	306	162	112	0	0	44	2	6	0	8	0	3	39	0	0	30	0	0	0	0	0	13
13.550	5	0	0	40	4	0	0	0	8	0	201	80	2	0	143	31	264	0	0	67	1	33	0	11	0	1	22	0	0	157	0	0	0	0	0	20
13.580	16	0	0	32	1	0	0	0	5	0	117	68	0	0	56	7	148	0	0	74	2	34	0	6	1	1	10	0	0	73	0	0	0	0	0	10
13.610	9	0	0	39	0	0	0	0	11	0	199	75	1	0	138	18	238	0	0	89	5	30	0	8	0	3	28	0	0	124	0	0	0	0	0	16
13.640	16	0	0	24	1	0	0	0	8	0	147	76	2	0	92	8	162	0	0	71	1	29	0	5	0	1	27	0	0	83	0	0	0	0	0	21
13.670	9	0	0	27	1	1	0	0	12	0	80	54	0	0	94	8	190	0	0	53	1	27	0	7	0	1	23	0	0	72	0	0	0	0	0	10
13.700	5	0	0	18	1	0	0	0	4	0	98	44	0	0	120	2	180	0	0	36	2	34	0	5	0	0	24	0	0	64	0	0	0	0	0	19
13.730	7	0	0	16	2	0	0	0	1	0	97	70	2	0	83	8	173	0	0	28	0	41	0	13	0	0	17	0	0	58	0	0	0	0	0	17
13.760	10	0	0	16	3	0	0	0	4	0	85	65	0	0	138	9	214	0	0	30	0	26	0	14	0	0	12	0	0	48	0	0	0	0	0	24
13.790	11	0	0	16	0	0	0	0	4	0	117	59	0	0	139	8	275	0	0	46	3	25	0	11	0	0	30	0	0	77	0	0	0	0	0	60
13.820	4	0	0	11	1	0	0	0	1	0	90	40	0	0	65	6	212	0	0	46	3	29	0	18	0	1	18	0	0	63	0	0	0	0	0	95
13.850	8	0	0	10	1	0	0	0	5	0	76	30	2	0	88	10	212	0	0	40	1	41	0	8	0	2	11	0	0	54	0	0	0	0	0	45
13.880	6	0	0	18	4	0	0	0	2	0	62	36	0	0	85	4	180	0	0	35	2	38	0	7	0	2	18	0	0	47	0	0	0	0	0	18
13.910	8	0	0	18	4	0	0	0	4	0	95	31	1	0	158	5	245	0	0	21	9	51	0	20	0	0	50	0	0	108	0	0	0	0	0	19
13.940	19	0	0	34	7	0	0	0	2	0	113	41	0	0	160	2	313	0	0	52	1	68	0	8	0	5	45	0	0	83	0	0	0	0	0	22
13.970	7	0	0	26	3	0	0	0	8	0	122	45	1	0	160	7	283	0	0	49	1	63	0	8	0	6	38	0	0	97	0	0	0	0	0	24
14.000	17	0	0	16	1	0	0	0	9	0	91	42	1	0	129	3	254	0	0	36	4	56	0	11	1	4	31	0	0	83	0	0	0	0	0	27
14.030	4	0	0	13	2	0	0	0	6	0	87	36	1	0	94	4	165	0	0	34	1	37	0	15	0	4	20	0	0	56	0	0	0	0	0	15
14.060	7	0	0	9	3	0	0	0	4	0	147	83	1	0	148	6	272	0	0	61	3	45	0	18	1	2	45	0	0	93	0	0	0	0	0	25
14.090	6	0	0	14	1	0	0	0	4	0	165	60	2	0	158	13	294	0	0	79	2	73	0	10	1	2	47	0	0	104	0	0	0	0	0	23
14.120	3	0	0	9	5	0	0	0	7	0	120	78	1	0	126	11	198	0	0	65	3	49	0	15	0	5	35	0	0	77	0	0	0	0	0	19
14.150	3	0	0	12	3	0	0	0	3	0	68	33	1	0	54	3	138	0	0	89	10	32	0	13	0	6	12	0	0	52	0	0	0	0	0	16
14.180	5	0	0	17	5	0	0	0	10	0	70	46	2	0	82	9	139	0	0	112	8	28	0	16	1	4	20	0	0	108	0	0	0	0	0	26
14.210	12	0	0	17	4	0	0	0	4	0	145	77	1	0	80	10	189	0	0	131	12	14	0	13	1	4	27	0	0	117	0	0	0	0	0	38
14.240	11	0	0	10	4	0	0	0	5	0	160	97	1	0	173	10	261	0	0	140	15	3	0	10	0	15	33	0	0	127	0	0	0	0	0	32
14.270	9	0	0	5	1	0	0	0	1	0	141	58	4	0	62	17	178	0	0	90	24	2	0	9	0	5	10	0	0	65	0	0	0	0	0	25
14.300	16	0	0	9	4	0	0	0	7	0	170	77	4	0	34	19	231	0	0	108	16	10	0	14	0	7	19	0	0	72	0	0	0	0	0	26
14.330	14	0	0	5	4	0	0	0	2	0	100	65	1	0	106	50	166	0	0	120	8	1	0	13	0	6	17	0	0	86	0	0	0	0	0	27
14.360	6	0	0	3	1	0	0	0	1	0	71	66	0	0	114	19	95	0	0	74	11	1	0	6	0	4	15	0	0	53	0	0	0	0	0	15
14.390	12	0	0	5	0	0	0	0	4	0	134	88	1	0	126	19	168	0	0	127	16	1	0	11	0	2	19	0	0	105	0	0	0	0	0	16
14.420	8	0	0	5	4	0	0	0	2	0	116	93	1	0	76	11	203	0	0	128	16	1	0	5	0	0	18	0	0	96	0	0	0	0	0	7
14.450	4	0	0	8	2	0	0	0	4	0	113	92	2	0	51	12	170	0	0	112	14	1	0	9	0	0	16	0	0	91	0	0	0	0	0	13
14.480	4	0	0	20	0	0	0	0	5	0	122	70	5	0	99	6	169	0	0	90	20	3	0	15	0	2	15	0	0	62	0	0	0	0	0	7
14.510	7	0	0	31	1	0	0	0	10	0	192	82	5	0	120	3	234	0	0	88	14	4	0	11	2	2	22	0	0	75	0	0	0	0	0	19
14.540	8	0	0	20	0	0	0	0	3	0	130	64	1	0	83	5	148	0	0	41	8	0	0	9	1	1	10	0	0	46	0	0	0	0	0	6
14.570	10	0	0	35	2	0	0	0	6	0	120	71	2	0	68	12	163	0	0	77	0	0	0	3	0	0	9	0	0	60	0	0	0	0	0	20
14.600	3	0	0	12	0	0	0	0	5	0	110	70	4	0	62	51	106	0	0	52	0	1	0	6	0	0	19	0	0	67	0	0	0	0	0	15
14.630	3	0	0	11	0	0	0	0	1	0	100	66	2	0	88	146	173	0	0	67	10	2	0	3	0	0	9	0	0	74	0	0	0	0	0	22
14.660	3	0	0	9	0	0	0	0	1	0	112	65	0	0	83	31	123	0	0	22	4	0	0	4	0	0	12	0	0	83	0	0	0	0	0	18
14.690	0	0	0	17	0	0	0	0	0	0	117	62	1	0	62	11	149	0	0	20	3	0	0	4	0	0	14	0	0	85	0	0	0	0	0	13
14.720	4	0	0	16	1	0	0	0	1	0	143	76	0	0	100	11	174	0	0	26	17	3	0	3	0	0	19	0	0	98	1	0	0	0	0	12
14.750	2	0	0	19	0	0	0	0	2	0	200	87	3	0	68	5	175	0	0	30	22	5	0	4	0	1	25	0	0	118	0	0	0	0	0	10
14.780	4	0	0	2	1	0	0	0	2	0	158	58	1	0	70	2	136	0	0	16	17	2	0	6	0	0	11	0	0	84	0	0	0	0	0	7
14.810	0	0	0	13	2	0	0	0	0	0	157	47	0	0	78	7	140	0	0	29	15	2	0	5	0	1	26	0	0	111	0	0	0	0	0	14
14.840	4	0	0	26	10	0	0	0	5	0	136	57	0	0	95	4	209	0	0	71	9	8	0	4	0	2	33	0	0	95	0	0	0	0	0	11
14.870	1	0	0	24	10	0	0	0	4	0	199	70	0	0	98	9	247	0	0	55	13	8	0	5	0	3	37	0	0	59	0	0	0	0	0	7
14.900	2	0	0	20	3	0	0	0	5	0	239	48	3	0	93	9	235	0	0	88	12	8	0	7	0	3	34	0	0	75	0	0	0	0	0	14
14.930	1	0	0	44	4	0	0	0	6	0	142	22	0	0	96	8	198	0	0	112	6	9	0	5	1	3	29	0	0	89	0	0	0	0	0	20
14.960	2	0	0	28	0	0	0	0	2	0	112	32	1	0	46	11	178	0	0	103	6	5	0	9	0	3	27	0	0	60	0	0	0	0	0	11
14.990	1	0	0	38	1	0	0	0	3	0	144	31	1	0	51	3	168	0	0	83	3	4	0	10	0	2	21	0	0	69	0	0	0	0	0	4
15.020	5	0	0	31	0	0	0	0	7	0	83	34	2	0	20	2	85	0	0	71	4	4	0	3	0	4	13	0	0	49	0	0	0	0	0	13
15.050	6	0	0	35	1	0	0	0	12	0	164	50	1	0	56	15	220	0	0	112	11	5	0	4	0	5	24	0	0	67	0	0	0	0	0	9
15.080	4	0	0	38	5	0	0	0	5	0	95	35	1	0	23	8	146	0	0	73	34	3	0	3	1	5	14	0	0	45	1	0	0	0	0	9
15.110	7	0	0	42	8	1	0	0	16	0	288	64	2	0	50	17	434	0	0	116	14	4	0	5	2	5	30	0	0	72	0	0	0	0	0	29
15.140	9	0	0	26	2	0	0	0	12	0	131	44	0	0	25	21	235	0	0	66	6	5	0	11	1	1	23	0	0	40	0	0	0	0	0	11
15.170	7	0	0	23	2	0	0	0	4	0	150	25	1	0	40	15	200	0	0	93	6	4	0	10	0	2	18	0	0	34	0	0	0	0	0	21
15.200	4	0	0	22	2	1	0	0	4	0	86	31	1	0	19	4	140	0	0	60	3	10	0	12	0	1	2	0	0	28	0	0	0	0	0	27
15.230	9	0	0	26	8	1	0	0	17	0	137	40	1	0	44	12	178	0	0	92	8	14	0	6	0	2	16	0	0	52	0	0	0	0	0	16
15.260	14	0	0	23	8	1	2	0	22	0	146	24	2	0	18	9	154	0	0	117	9	10	0	7	0	1	11	0	0	39	0	0	0	0	0	22
15.290	9	0	1	21	15	1	3	0	10	0	151	49	3	0	45	29	257	0	0	120	0	19	0	10	1	7	18	0	0	51	0	0	0	0	0	30
15.320	5	0	0	24	16	0	1	0	12	0	141	44	3	0	65	34	220	0	0	119	0	11	0	7	0	2	24	0	0	54	0	0	0	0	0	51
15.350	5	0	1	16	18	0	0	0	5	0	194	37	3	0	43	39	256	0	0	113	6	14	0	6	5	2	6	0	0	69	1	0	0	0	0	92
15.380	2	0	0	27	6	0	2	0	4	0	155	38	3	0	11	43	152	0	0	109	3	5	0	9	3	6	7	0	0	38	0	0	0	0	0	46
