Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing non-spinose,symbiont-obligate spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,undetermined non-spinose,symbiont-facultative spinose,undetermined spinose,SST
MD992346,margo,6.915,42.044,4.151,51,291.625,0.0,0.0,0.0,37.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.115,42.044,4.151,24,444.5,0.0,7.0,0.0,62.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.285,42.044,4.151,13,185.0,0.0,2.0,0.0,35.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.485,42.044,4.151,25,280.25,0.0,0.0,0.0,36.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.59,42.044,4.151,28,286.5,0.0,2.0,0.0,13.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.685,42.044,4.151,29,350.5,0.0,2.0,0.0,65.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.79,42.044,4.151,46,288.0,0.0,3.0,0.0,77.0,0.0,0.0,,11.861442321128669
MD992346,margo,7.885,42.044,4.151,71,194.25,0.0,1.0,0.0,71.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.0,42.044,4.151,138,292.0,0.0,3.0,0.0,74.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.04,42.044,4.151,139,310.0,0.0,0.0,0.0,45.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.07,42.044,4.151,141,289.5,0.0,1.0,0.0,45.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.08,42.044,4.151,111,180.25,0.0,1.0,0.0,18.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.085,42.044,4.151,154,266.5,0.0,0.0,0.0,39.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.1,42.044,4.151,103,211.0,0.0,0.0,0.0,37.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.15,42.044,4.151,102,314.0,0.0,0.0,0.0,27.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.2,42.044,4.151,83,358.0,0.0,10.0,0.0,46.0,0.0,0.0,,11.861442321128669
MD992346,margo,8.255,42.044,4.151,130,198.0,0.0,36.0,2.0,128.0,0.0,0.0,,11.861442321128669
ODP 969,margo,0.605,33.839,24.884,152,65.0,0.0,76.0,0.0,32.0,0.0,0.0,,16.76386374885183
ODP 969,margo,0.625,33.839,24.884,110,39.0,0.0,75.0,0.0,24.0,0.0,0.0,,16.76386374885183
ODP 969,margo,0.645,33.839,24.884,174,57.0,0.0,139.0,1.0,54.0,0.0,0.0,,16.76386374885183
ODP 969,margo,0.665,33.839,24.884,137,57.0,0.0,98.0,1.0,42.0,0.0,0.0,,16.76386374885183
ODP 969,margo,0.685,33.839,24.884,119,43.0,0.0,120.0,0.0,54.0,0.0,0.0,,16.76386374885183
ODP 973,margo,0.945,35.78,18.948,140,56.0,0.0,30.0,2.0,62.0,0.0,0.0,,15.618036639463666
ODP 973,margo,0.985,35.78,18.948,152,68.0,0.0,94.0,3.0,48.0,0.0,0.0,,15.618036639463666
ODP 975,margo,1.13,38.89,4.5,175,296.0,0.0,2.0,0.0,117.0,0.0,0.0,,13.668540977115974
ODP 975,margo,1.165,38.89,4.5,90,219.0,0.0,2.0,0.0,92.0,0.0,0.0,,13.668540977115974
ODP 975,margo,1.225,38.89,4.5,200,428.0,0.0,5.0,0.0,97.0,0.0,0.0,,13.668540977115974
ODP 975,margo,1.285,38.89,4.5,100,251.0,0.0,42.0,0.0,56.0,0.0,0.0,,13.668540977115974
ODP 975,margo,1.325,38.89,4.5,170,278.0,0.0,32.0,0.0,68.0,0.0,0.0,,13.668540977115974
ODP 977,margo,3.56,36.19,-1.573,373,35.0,0.0,4.0,1.0,7.0,0.0,0.0,,14.97774694963417
ODP 977,margo,3.66,36.19,-1.573,457,27.0,0.0,5.0,0.0,12.0,0.0,0.0,,14.97774694963417
ODP 977,margo,3.76,36.19,-1.573,392,42.0,0.0,3.0,1.0,13.0,0.0,0.0,,14.97774694963417
ODP 977,margo,3.96,36.19,-1.573,417,72.0,0.0,5.0,1.0,14.0,0.0,0.0,,14.97774694963417
ODP 977,margo,4.02,36.19,-1.573,275,82.0,0.0,3.0,1.0,15.0,0.0,0.0,,14.97774694963417
ODP Site 883D,margo,116.0,51.199,167.768,1139,115.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,120.0,51.199,167.768,323,42.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,123.0,51.199,167.768,379,59.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,126.0,51.199,167.768,385,56.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,130.0,51.199,167.768,313,49.0,0.0,0.0,0.0,2.0,0.0,,,2.938908589758489
ODP Site 883D,margo,133.0,51.199,167.768,359,55.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,136.0,51.199,167.768,412,40.0,0.0,2.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,140.0,51.199,167.768,412,25.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,143.0,51.199,167.768,1069,85.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP Site 883D,margo,145.0,51.199,167.768,398,40.0,0.0,0.0,0.0,0.0,0.0,,,2.938908589758489
ODP122-760A,margo,0.39,-16.922,115.5413333,23,2.0,0.0,154.0,7.0,136.0,0.0,0.0,,24.430838919570668
ODP122-762B,margo,0.8,-19.88733333,112.254,17,7.0,0.0,116.0,6.0,115.0,3.0,0.0,,23.52985618215863
P69,margo,3.9,-40.39666667,177.9966667,57,68.0,0.0,7.0,0.0,90.0,0.0,0.0,,12.236579629358577
Q200,margo,0.59,-45.995,172.025,252,23.0,0.0,0.0,0.0,2.0,0.0,0.0,,4.713699935155828
Q585,margo,0.73,-49.70333333,182.075,325,15.0,0.0,0.0,0.0,3.0,0.0,0.0,,3.246156438336551
R657 (S),margo,0.5,-42.53333333,181.5083333,50,111.0,0.0,2.0,0.0,158.0,0.0,0.0,,10.42547545370618
R657 (W),margo,0.5,-42.53333333,181.5083333,57,80.0,0.0,1.0,0.0,98.0,0.0,0.0,,10.42547545370618
RC08-039,margo,0.7,-42.88333333,42.35,224,29.0,0.0,0.0,0.0,10.0,0.0,0.0,,9.565031928352083
RC08-078,margo,0.5,-44.78333333,184.2333333,35,94.0,0.0,12.0,0.0,106.0,0.0,0.0,,8.201657171750611
RC09-148,margo,0.19,-29.68,113.7,8,14.0,0.0,116.0,1.0,209.0,0.0,0.0,,17.990856094536056
RC09-150 (P),margo,0.8,-31.28333333,114.5516667,30,28.0,0.0,46.0,11.0,181.0,0.0,0.0,,16.93693602499657
RC09-150 (W),margo,0.9,-31.28333333,114.5516667,12,29.0,0.0,23.0,0.0,218.0,0.0,0.0,,16.93693602499657
RC09-161,margo,1.6,19.56833333,59.595,6,89.0,0.0,85.0,8.0,105.0,0.0,1.0,,22.84972829335684
RC09-162,margo,0.5,19.07666667,60.42166667,10,66.0,0.0,95.0,9.0,122.0,0.0,0.0,,22.8532893368351
RC10-11,margo,20.0,-11.183,-162.917,0,10.0,0.0,159.0,64.0,341.0,0.0,,,25.783409012421224
RC10-131,margo,0.3,-14.53,157.97,2,17.0,0.0,152.0,13.0,95.0,0.0,0.0,,23.796880905364617
RC10-16,margo,9.0,33.083,158.0,13,50.0,0.0,14.0,0.0,259.0,0.0,,,16.374198718315203
RC10-62,margo,51.0,3.333,-101.717,6,10.0,0.0,13.0,3.0,133.0,0.0,,,22.274898977870347
RC10-97,margo,44.0,0.917,-134.317,12,23.0,0.0,21.0,0.0,391.0,17.0,,,20.839500985816606
RC11-120,margo,0.74,-43.51666667,79.86666667,186,81.0,0.0,1.0,0.0,8.0,0.0,0.0,,7.157040524860816
RC11-121,margo,0.4,-39.71666667,82.25,43,124.0,0.0,39.0,0.0,44.0,0.0,0.0,,9.683578974621037
RC11-126,margo,0.2,-30.06666667,94.41666667,62,86.0,0.0,68.0,8.0,64.0,0.0,0.0,,15.04302910200929
RC11-134,margo,0.1,-33.06666667,110.55,26,88.0,0.0,57.0,3.0,106.0,0.0,1.0,,14.828700125678834
RC11-145,margo,0.29,-25.48333333,110.0166667,7,6.0,0.0,84.0,1.0,234.0,0.0,0.0,,20.232703533359874
RC11-147,margo,0.6,-19.05833333,112.75,17,14.0,0.0,106.0,35.0,119.0,0.0,0.0,,23.52985618215863
RC11-21,margo,15.0,-6.133,-140.85,9,60.0,0.0,99.0,45.0,271.0,51.0,,,24.554985326817633
RC11-21,margo,40.0,1.817,-140.05,39,10.0,0.0,11.0,4.0,105.0,4.0,,,21.648050977040626
RC11-22,margo,30.0,-14.817,-139.967,9,17.0,0.0,111.0,94.0,290.0,4.0,,,24.7207695846304
RC11-23,margo,45.0,-8.8,-110.8,22,52.0,0.0,79.0,4.0,296.0,22.0,,,21.944875623854387
RC12-10,margo,40.0,-26.0,169.2,81,106.0,0.0,387.0,10.0,333.0,0.0,,,18.764820697156733
RC12-109,margo,0.4,-25.88333333,157.8666667,16,34.0,0.0,235.0,8.0,150.0,0.0,0.0,,19.49401084062774
RC12-113 (A),margo,0.5,-24.88,163.52,23,19.0,0.0,201.0,16.0,69.0,0.0,0.0,,19.737921491152306
RC12-339,margo,0.7,9.133333333,90.03333333,7,34.0,0.0,71.0,9.0,175.0,0.0,0.0,,24.89103979134993
RC12-36,margo,20.0,15.1,124.133,4,38.0,0.0,223.0,32.0,64.0,0.0,,,24.577809876370296
RC13-038,margo,0.4,-14.51666667,177.1,8,19.0,0.0,305.0,20.0,169.0,0.0,0.0,,24.399209670711436
RC13-11,margo,50.0,-1.65,-103.633,11,31.0,0.0,12.0,1.0,192.0,2.0,,,19.349317859695745
RC13-17,margo,30.0,19.083,-170.067,9,9.0,0.0,44.0,40.0,13.0,1.0,,,22.27662956630396
RC13-81,margo,10.0,-19.017,-124.233,24,45.0,0.0,403.0,53.0,639.0,38.0,,,22.36576582985316
RC13110,margo,54.0,0.1,-95.65,20,33.0,0.0,4.0,0.0,239.0,0.0,,,19.760466096632644
RC13115,margo,61.0,-1.633,-104.833,8,26.0,0.0,13.0,0.0,215.0,2.0,,,19.391349221749078
RC14-007,margo,0.25,-35.51666667,44.75,21,50.0,0.0,44.0,0.0,123.0,0.0,0.0,,15.066780989335227
RC14-009,margo,0.7,-39.01666667,47.88333333,24,103.0,0.0,7.0,1.0,44.0,0.0,0.0,,11.39018192310499
RC14-029,margo,0.2,-10.92333333,88.315,8,9.0,0.0,130.0,20.0,125.0,3.0,0.0,,23.6449323262918
RC14-035,margo,0.4,-0.833333333,89.95,12,21.0,0.0,120.0,6.0,126.0,14.0,0.0,,24.937346619627554
RC14-037,margo,0.4,1.466666667,90.16666667,7,20.0,0.0,122.0,14.0,126.0,10.0,1.0,,25.336905175194453
RC17-069,margo,0.6,-31.5,32.6,12,33.0,0.0,78.0,6.0,161.0,0.0,0.0,,21.215683551342604
RC17-073,margo,0.3,-32.11666667,36.01666667,22,45.0,0.0,81.0,11.0,130.0,0.0,0.0,,18.351624690247974
RC17-098,margo,0.53,-13.21666667,65.61666667,29,10.0,0.0,133.0,10.0,114.0,1.0,0.0,,22.976824996100078
RC17-108,margo,0.4,-10.508,57.72,8,51.0,0.0,107.0,47.0,80.0,0.0,0.0,,23.78701710664394
RC17-113,margo,0.3,15.033,66.097,13,17.0,0.0,111.0,3.0,155.0,0.0,0.0,,23.770344438911305
RC8-94,margo,16.0,-27.283,-102.083,74,69.0,0.0,488.0,145.0,325.0,3.0,,,18.2329931965249
RC9-124,margo,40.0,-28.75,172.6,95,139.0,0.0,334.0,11.0,251.0,0.0,,,17.82728842140718
RC9-126,margo,30.0,-33.233,168.733,40,253.0,0.0,187.0,4.0,412.0,0.0,,,15.748194569528764
RC9-178,margo,0.5,33.733,27.917,99,29.0,0.0,79.0,0.0,20.0,0.0,0.0,,17.0420959296534
RC9-178,margo,0.61,33.733,27.917,163,74.0,0.0,90.0,0.0,22.0,0.0,0.0,,17.0420959296534
RC9-178,margo,0.665,33.733,27.917,132,86.0,0.0,69.0,0.0,30.0,0.0,0.0,,17.0420959296534
RC9191,margo,1.28,38.2,18.033,171,91.0,0.0,0.0,2.0,37.0,0.0,0.0,,14.396490154603828
RC9191,margo,1.36,38.2,18.033,165,114.0,0.0,0.0,0.0,43.0,0.0,0.0,,14.396490154603828
RC9191,margo,1.46,38.2,18.033,253,82.0,0.0,1.0,1.0,40.0,0.0,0.0,,14.396490154603828
RC9191,margo,1.56,38.2,18.033,242,104.0,0.0,1.0,1.0,50.0,0.0,0.0,,14.396490154603828
RC9191,margo,1.65,38.2,18.033,194,114.0,0.0,1.0,0.0,80.0,0.0,0.0,,14.396490154603828
RR9702A-63TC,margo,16.0,-18.085,-79.04,46,98.0,0.0,11.0,1.0,272.0,0.0,,,18.14862349441926
RR9702A-69TC,margo,70.0,-16.007,-76.378,95,160.0,0.0,11.0,0.0,127.0,0.0,,,19.16423529526956
RR9702A-69TC,margo,80.0,-16.007,-76.378,54,43.0,0.0,8.0,0.0,144.0,0.0,,,19.16423529526956
RS067-GC10,margo,0.505,-38.86166667,140.1,61,159.0,0.0,1.0,0.0,45.0,0.0,0.0,,10.722819072094428
RS096-GC21,margo,0.29,-23.77216667,108.5006667,12,10.0,0.0,85.0,7.0,127.0,0.0,0.0,,20.109485419068864
RS147-GC07,margo,0.985,-45.15,146.28,133,207.0,0.0,14.0,0.0,85.0,0.0,104.0,,8.180474810728866
RS147-GC14,margo,0.25,-46.45,145.24,106,118.0,0.0,5.0,0.0,45.0,0.0,0.0,,6.7367735266216915
RS147-GC31,margo,0.69,-44.53,149.05,46,163.0,0.0,0.0,0.0,50.0,0.0,0.0,,9.955330659633022
S794,margo,1.39,-35.31,177.9966667,58,74.0,0.0,18.0,1.0,122.0,0.0,0.0,,15.579505963163296
SHI9006,margo,5.99,-4.33223,117.59584,13,53.0,0.0,159.0,14.0,216.0,0.0,0.0,,25.547789751313438
SHI9016,margo,0.52,-8.455833333,128.238,18,24.0,0.0,179.0,29.0,198.0,13.0,0.0,,25.388892523926046
SHI9022,margo,5.79,-11.35444,122.03799,8,14.0,0.0,126.0,21.0,154.0,0.0,0.0,,25.278151644016507
SHI9034,margo,8.3,-9.09764,111.00721,13,61.0,0.0,45.0,12.0,187.0,0.0,0.0,,24.44845815646786
SO36-07,margo,0.73,-42.25,144.75,92,128.0,0.0,19.0,0.0,63.0,0.0,0.0,,9.036661892325704
SO36-21,margo,0.2,-43.8,145.5,41,144.0,0.0,5.0,0.0,75.0,0.0,0.0,,8.45605597952245
SO36-39,margo,0.3,-45.87,145.99,72,119.0,0.0,0.0,0.0,55.0,0.0,0.0,,7.901952683757878
SO36-47,margo,0.5,-46.87,145.98,75,130.0,0.0,0.0,0.0,60.0,0.0,0.0,,6.7367735266216915
SU8107,margo,2.5,35.57,-3.48,259,159.0,0.0,2.0,0.0,21.0,0.0,0.0,,15.283109164479196
SU8107,margo,2.6,35.57,-3.48,331,111.0,0.0,1.0,1.0,33.0,0.0,0.0,,15.283109164479196
SU8107,margo,2.7,35.57,-3.48,332,96.0,0.0,2.0,0.0,29.0,0.0,0.0,,15.283109164479196
SU8107,margo,2.8,35.57,-3.48,191,65.0,0.0,4.0,0.0,14.0,0.0,0.0,,15.283109164479196
SU8107,margo,2.9,35.57,-3.48,265,96.0,0.0,2.0,0.0,19.0,0.0,0.0,,15.283109164479196
SU8107,margo,3.0,35.57,-3.48,246,70.0,0.0,1.0,0.0,10.0,0.0,0.0,,15.283109164479196
SU8107,margo,3.1,35.57,-3.48,243,121.0,0.0,0.0,0.0,25.0,0.0,0.0,,15.283109164479196
T87/2/20G,margo,0.405,34.97,23.75,79,33.0,0.0,53.0,1.0,19.0,0.0,0.0,,16.323099825369294
T87/2/20G,margo,0.455,34.97,23.75,79,39.0,0.0,71.0,0.0,34.0,0.0,0.0,,16.323099825369294
T87/2/20G,margo,0.505,34.97,23.75,87,27.0,0.0,75.0,0.0,21.0,0.0,0.0,,16.323099825369294
U938,margo,1.3,-45.075,179.4983333,180,45.0,0.0,0.0,0.0,100.0,0.0,0.0,,6.883080954880686
V  28294,margo,4.0,28.433,139.967,98,280.0,0.0,486.0,34.0,486.0,0.0,,,20.060193745692164
V  28304,margo,45.0,28.533,134.133,21,179.0,0.0,240.0,5.0,349.0,0.0,,,20.33877626157778
V  32139,margo,1.0,31.567,151.1,10,31.0,0.0,20.0,0.0,258.0,0.0,,,18.015192109588284
V 18-31,margo,25.0,-2.85,-126.2,3,11.0,0.0,2.0,2.0,116.0,3.0,,,21.398194409681548
V 18-31,margo,15.0,3.167,-118.467,1,3.0,0.0,13.0,0.0,173.0,2.0,,,21.766863199383092
V 19-29,margo,120.0,-3.583,-83.933,68,383.0,0.0,5.0,1.0,464.0,0.0,,,21.525048537443517
V 19-53,margo,45.0,-17.017,-113.517,8,3.0,0.0,65.0,5.0,154.0,65.0,,,21.174563590720528
V 19-55,margo,23.0,-17.0,-114.183,6,70.0,0.0,205.0,58.0,751.0,85.0,,,21.338158498788534
V 19-64,margo,15.0,-16.933,-121.2,6,25.0,0.0,137.0,35.0,357.0,20.0,,,22.54487053133474
V 19-65,margo,15.0,-16.65,-124.383,16,21.0,0.0,216.0,22.0,577.0,50.0,,,22.935268556825974
V 19-96,margo,15.0,0.867,172.0,4,33.0,0.0,51.0,1.0,162.0,2.0,,,24.588693089662712
V 20-11,margo,20.0,47.95,168.783,380,40.0,0.0,0.0,0.0,0.0,0.0,,,2.4986144807469914
V 21-14,margo,70.0,37.683,163.033,16,29.0,0.0,1.0,0.0,275.0,0.0,,,10.722368575957574
V 21-30,margo,250.0,-1.217,-89.683,7,713.0,0.0,13.0,7.0,482.0,0.0,,,20.019428752668944
V 21-33,margo,45.0,-3.8,-92.083,1,74.0,0.0,4.0,0.0,370.0,0.0,,,19.72727359008882
V 28-20,margo,40.0,0.95,-179.417,13,95.0,0.0,145.0,25.0,390.0,23.0,,,24.011948090179033
V 28-20,margo,20.0,2.767,-173.933,1,125.0,0.0,122.0,63.0,297.0,8.0,,,24.04358812237046
V 28-23,margo,20.0,-5.5,166.75,9,71.0,0.0,122.0,24.0,312.0,1.0,,,25.965829973230733
V 28-23,margo,35.0,1.017,160.483,3,39.0,0.0,57.0,10.0,121.0,4.0,,,25.514928402156823
V 28-23,margo,30.0,3.25,159.183,6,30.0,0.0,49.0,4.0,138.0,5.0,,,25.919579621620812
V 28-24,margo,20.0,11.067,138.533,9,104.0,0.0,287.0,64.0,193.0,0.0,,,25.63889253246127
V 32126,margo,25.0,35.317,177.9,9,193.0,0.0,13.0,0.0,213.0,0.0,,,11.4474943666368
V10-49,margo,1.17,36.083,26.833,227,36.0,0.0,2.0,1.0,82.0,0.0,0.0,,16.38558783437414
V10-51,margo,1.31,35.917,27.3,157,22.0,0.0,3.0,0.0,30.0,0.0,0.0,,16.386333340991122
V10-51,margo,1.41,35.917,27.3,129,30.0,0.0,1.0,0.0,45.0,0.0,0.0,,16.386333340991122
V10-51,margo,1.51,35.917,27.3,249,96.0,0.0,2.0,1.0,51.0,0.0,0.0,,16.386333340991122
V14-077,margo,0.29,-29.64166667,32.85833333,12,9.0,0.0,104.0,9.0,153.0,0.0,0.0,,21.80119871144962
V14-081,margo,0.35,-28.425,43.78333333,19,28.0,0.0,98.0,25.0,115.0,0.0,1.0,,20.554142310593747
V14-101,margo,0.7,8.65,58.56666667,19,28.0,0.0,68.0,7.0,148.0,0.0,0.0,,23.57993087092135
V14-102,margo,0.4,10.25,57.18333333,28,30.0,0.0,46.0,6.0,149.0,0.0,0.0,,22.782960725835693
V16-089,margo,0.4,-33.01666667,85.78333333,41,94.0,0.0,20.0,1.0,92.0,0.0,1.0,,14.159766371999067
V18-191,margo,0.3,-32.433,46.567,37,45.0,0.0,53.0,5.0,119.0,0.0,1.0,,17.58515811454157
V18-207,margo,0.4,-25.63333333,87.11666667,27,8.0,0.0,180.0,18.0,66.0,0.0,1.0,,17.7932603848812
V19-178,margo,0.8,8.116666667,73.25,11,21.0,0.0,107.0,22.0,130.0,9.0,0.0,,25.27068338853743
V19-185,margo,0.3,6.7,59.33333333,17,36.0,0.0,85.0,8.0,121.0,4.0,0.0,,24.4165031204347
V19-188,margo,0.6,6.866666667,60.66666667,27,31.0,0.0,81.0,2.0,126.0,4.0,0.0,,24.59653765189613
V19-201,margo,0.7,-5.333333333,40.43333333,11,18.0,0.0,106.0,17.0,130.0,0.0,2.0,,23.82749185732429
V19-202,margo,0.4,-6.983333333,41.18333333,14,19.0,0.0,127.0,6.0,121.0,1.0,0.0,,23.840210530004917
V19-204,margo,0.3,-10.23333333,43.81666667,11,21.0,0.0,122.0,2.0,127.0,0.0,0.0,,23.693230037926554
V19-29,margo,120.0,-3.583,-83.933,35,325.0,0.0,28.0,1.0,631.0,0.0,,,21.525048537443517
V20-170,margo,0.3,-21.8,69.23333333,23,6.0,0.0,184.0,22.0,64.0,0.0,0.0,,20.754139799296986
V20-175,margo,0.3,-22.3,68.0,24,13.0,0.0,180.0,23.0,60.0,0.0,1.0,,20.567692209276256
V24-157,margo,0.3,-14.95,147.92,5,14.0,0.0,272.0,8.0,112.0,0.0,0.0,,22.86982703609428
V24-161,margo,0.5,-18.2,151.45,11,15.0,0.0,187.0,11.0,63.0,1.0,0.0,,22.17791396554478
V24-170,margo,0.4,-13.52,146.88,15,12.0,0.0,273.0,6.0,96.0,0.0,0.0,,22.968059522350167
V24-184,margo,0.3,-12.87,146.2,14,3.0,0.0,218.0,3.0,101.0,0.0,0.0,,23.08957461502496
V28-238,margo,0.39,1.016666667,160.4833333,33,6.0,0.0,502.0,13.0,472.0,19.0,0.0,,25.514928402156823
V28-239,margo,0.52,3.25,159.1833333,43,1.0,0.0,204.0,3.0,340.0,10.0,1.0,,25.919579621620812
V28-310,margo,40.0,25.417,125.633,3,78.0,0.0,101.0,105.0,430.0,0.0,,,21.933978644683023
V28-342 (W),margo,0.89,-14.1,120.5,24,0.0,0.0,130.0,8.0,102.0,0.0,0.0,,25.049172622871332
V29-029,margo,0.8,5.116666667,77.58333333,10,47.0,0.0,53.0,9.0,180.0,1.0,0.0,,25.47335881659932
V29-030,margo,0.8,3.083333333,76.25,12,20.0,0.0,60.0,5.0,191.0,3.0,0.0,,25.683394164873484
V29-045,margo,0.4,-6.0,69.817,11,22.0,0.0,103.0,10.0,137.0,1.0,1.0,,25.004992331223836
V29-048,margo,0.2,-6.266666667,63.43333333,16,12.0,0.0,128.0,5.0,126.0,1.0,0.0,,24.83822408430376
V29-064,margo,0.3,-27.283,74.867,52,21.0,0.0,171.0,7.0,49.0,0.0,0.0,,18.400408783483396
V32-128,margo,32.0,36.467,177.167,74,191.0,0.0,12.0,0.0,260.0,0.0,,,10.160738754751645
V33-065,margo,0.4,-22.73333333,112.5833333,10,6.0,0.0,79.0,10.0,187.0,0.0,0.0,,22.718931146556216
VNTRO1-8,margo,41.0,0.033,-110.483,43,25.0,0.0,19.0,1.0,270.0,2.0,,,19.21768390880561
Y69-106p,margo,30.0,2.983,-86.55,7,39.0,0.0,11.0,6.0,145.0,0.0,,,22.64813346834176
Y69-71P,margo,180.0,0.1,-86.483,2,67.0,0.0,5.0,1.0,197.0,0.0,,,21.36564777859007
Y71-3-2,margo,20.0,7.167,-85.15,3,35.0,0.0,11.0,0.0,156.0,0.0,,,23.469058434304184
Y71-6-12,margo,46.0,-16.443,-77.563,46,111.0,0.0,12.0,3.0,182.0,0.0,,,18.886594137958337
Y71-6-12,margo,50.0,-16.443,-77.563,137,106.0,0.0,6.0,0.0,296.0,0.0,,,18.886594137958337
Y71-6-12,margo,56.0,-16.443,-77.563,42,45.0,0.0,14.0,3.0,192.0,1.0,,,18.886594137958337
Y71-6-12,margo,49.0,-16.44,-77.56,134,106.0,0.0,6.0,0.0,342.0,0.0,,,18.886594137958337
Z2108,margo,0.75,-33.3765,161.6125,24,153.0,3.0,64.0,2.0,174.0,1.0,0.0,,16.757944008777702
Z2112,margo,0.935,-33.53,166.53,34,69.0,0.0,62.0,3.0,154.0,0.0,1.0,,15.931724540454042
y71-9-101,margo,63.0,-6.383,-106.933,3,16.0,0.0,22.0,0.0,198.0,0.0,,,21.245996474351912
MD95-2040,MD952040,3.44,40.581833,-9.861167,212,83.0,0.0,32.0,0.0,140.0,15.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.47,40.581833,-9.861167,371,131.0,0.0,52.0,1.0,145.0,22.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.5,40.581833,-9.861167,169,77.0,0.0,34.0,0.0,72.0,11.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.53,40.581833,-9.861167,220,119.0,0.0,48.0,1.0,119.0,22.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.56,40.581833,-9.861167,393,162.0,0.0,43.0,1.0,264.0,28.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.59,40.581833,-9.861167,231,103.0,0.0,42.0,1.0,113.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.62,40.581833,-9.861167,141,93.0,0.0,26.0,1.0,90.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.65,40.581833,-9.861167,170,79.0,0.0,29.0,0.0,101.0,14.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.68,40.581833,-9.861167,206,103.0,0.0,38.0,0.0,115.0,17.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.71,40.581833,-9.861167,155,96.0,0.0,34.0,0.0,88.0,3.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.74,40.581833,-9.861167,184,93.0,0.0,39.0,0.0,102.0,8.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.77,40.581833,-9.861167,229,102.0,0.0,47.0,1.0,117.0,6.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.8,40.581833,-9.861167,225,144.0,0.0,57.0,0.0,119.0,10.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.83,40.581833,-9.861167,246,141.0,0.0,55.0,0.0,159.0,11.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.86,40.581833,-9.861167,183,117.0,0.0,28.0,0.0,94.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.89,40.581833,-9.861167,261,152.0,0.0,59.0,0.0,134.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.92,40.581833,-9.861167,264,123.0,0.0,58.0,0.0,139.0,7.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.95,40.581833,-9.861167,190,86.0,0.0,51.0,1.0,126.0,3.0,0.0,,12.80455910289605
MD95-2040,MD952040,3.98,40.581833,-9.861167,151,89.0,0.0,52.0,0.0,91.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.01,40.581833,-9.861167,124,102.0,0.0,39.0,0.0,64.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.04,40.581833,-9.861167,476,200.0,0.0,70.0,0.0,207.0,6.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.07,40.581833,-9.861167,246,116.0,0.0,36.0,0.0,105.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.1,40.581833,-9.861167,184,114.0,0.0,28.0,0.0,80.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.13,40.581833,-9.861167,199,118.0,0.0,21.0,0.0,97.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.16,40.581833,-9.861167,231,118.0,1.0,27.0,0.0,85.0,4.0,0.0,,12.80455910289605
